index,answer,rand,rand_s,ent,ent_s,pos,pos_s
8518,indra,6,1,5,1,5,1
8519,elver,4,1,4,1,4,1
8520,elect,3,1,4,1,3,1
8521,orage,4,1,4,1,4,1
8522,roset,4,1,4,1,4,1
8523,warua,8,0,5,1,5,1
8524,deled,6,1,5,1,5,1
8525,batak,5,1,5,1,4,1
8526,snare,3,1,3,1,3,1
8527,court,3,1,3,1,3,1
8528,loave,4,1,4,1,4,1
8529,whose,4,1,4,1,4,1
8530,typey,5,1,4,1,4,1
8531,mungo,6,1,4,1,4,1
8532,abuzz,4,1,5,1,4,1
8533,scant,3,1,3,1,3,1
8534,reasy,6,1,4,1,4,1
8535,lumpy,4,1,4,1,4,1
8536,libel,6,1,5,1,4,1
8537,colza,3,1,3,1,3,1
8538,seely,7,0,5,1,5,1
8539,gismo,4,1,3,1,3,1
8540,lamin,3,1,4,1,4,1
8541,fchar,4,1,4,1,4,1
8542,undue,5,1,4,1,5,1
8543,whump,5,1,4,1,4,1
8544,cocci,3,1,3,1,3,1
8545,imago,5,1,4,1,4,1
8546,mudar,5,1,5,1,5,1
8547,hoots,7,0,5,1,5,1
8548,foaly,5,1,4,1,4,1
8549,tenla,3,1,3,1,3,1
8550,edoni,4,1,4,1,4,1
8551,lohar,5,1,4,1,4,1
8552,meuse,4,1,3,1,5,1
8553,aucan,4,1,3,1,3,1
8554,trait,4,1,3,1,3,1
8555,bunko,4,1,4,1,4,1
8556,booly,4,1,6,1,6,1
8557,rajab,4,1,4,1,4,1
8558,ferae,5,1,7,0,4,1
8559,click,5,1,6,1,6,1
8560,sisal,6,1,4,1,3,1
8561,guido,4,1,4,1,4,1
8562,infix,4,1,4,1,4,1
8563,catch,3,1,4,1,4,1
8564,corgi,3,1,3,1,3,1
8565,whand,5,1,4,1,6,1
8566,manto,5,1,4,1,4,1
8567,gansa,5,1,4,1,4,1
8568,khvat,4,1,4,1,5,1
8569,poulp,6,1,4,1,5,1
8570,larks,4,1,5,1,5,1
8571,fatil,4,1,3,1,3,1
8572,agend,3,1,6,1,6,1
8573,aface,4,1,4,1,4,1
8574,reast,4,1,3,1,3,1
8575,apers,5,1,4,1,4,1
8576,slavi,4,1,4,1,4,1
8577,watch,6,1,4,1,4,1
8578,moror,7,0,6,1,6,1
8579,spend,4,1,4,1,4,1
8580,khaya,6,1,5,1,4,1
8581,debug,5,1,4,1,4,1
8582,tatie,4,1,4,1,4,1
8583,piute,5,1,4,1,4,1
8584,piing,5,1,5,1,4,1
8585,pepsi,4,1,4,1,4,1
8586,dante,3,1,4,1,4,1
8587,faery,4,1,4,1,4,1
8588,molas,4,1,3,1,3,1
8589,smote,4,1,4,1,4,1
8590,stull,4,1,4,1,3,1
8591,tushs,4,1,5,1,5,1
8592,degum,4,1,4,1,4,1
8593,sheal,5,1,5,1,5,1
8594,coroa,4,1,4,1,4,1
8595,atlee,4,1,4,1,4,1
8596,peons,5,1,4,1,4,1
8597,defer,5,1,3,1,5,1
8598,fibro,5,1,4,1,4,1
8599,swipe,5,1,4,1,5,1
8600,ceint,3,1,4,1,4,1
8601,niris,3,1,3,1,3,1
8602,claws,10,0,4,1,4,1
8603,opera,4,1,4,1,4,1
8604,ayont,4,1,4,1,4,1
8605,niche,4,1,4,1,4,1
8606,busby,4,1,5,1,5,1
8607,kerel,5,1,5,1,5,1
8608,herls,3,1,4,1,4,1
8609,goals,5,1,4,1,4,1
8610,plink,3,1,4,1,5,1
8611,aches,4,1,4,1,4,1
8612,fungo,5,1,5,1,5,1
8613,loord,4,1,4,1,4,1
8614,scopa,4,1,4,1,4,1
8615,indus,4,1,4,1,4,1
8616,knorr,4,1,5,1,5,1
8617,agmas,5,1,5,1,4,1
8618,bredi,4,1,4,1,4,1
8619,logis,4,1,4,1,4,1
8620,luter,3,1,3,1,3,1
8621,pheon,5,1,4,1,4,1
8622,hynde,5,1,4,1,4,1
8623,sealy,4,1,4,1,4,1
8624,romal,3,1,4,1,4,1
8625,bugle,5,1,5,1,5,1
8626,clads,9,0,10,0,10,0
8627,renay,4,1,4,1,4,1
8628,rubus,4,1,4,1,4,1
8629,civic,4,1,4,1,4,1
8630,devon,4,1,3,1,3,1
8631,bizet,4,1,4,1,4,1
8632,carli,3,1,3,1,3,1
8633,inkle,4,1,4,1,4,1
8634,blawn,4,1,5,1,5,1
8635,duryl,5,1,5,1,5,1
8636,saree,3,1,3,1,3,1
8637,goety,3,1,4,1,4,1
8638,cuing,4,1,4,1,4,1
8639,iotas,3,1,3,1,3,1
8640,upbay,5,1,5,1,5,1
8641,mayda,5,1,5,1,6,1
8642,mitis,4,1,5,1,5,1
8643,flota,4,1,4,1,4,1
8644,gloam,5,1,4,1,4,1
8645,gobet,3,1,3,1,3,1
8646,manga,5,1,4,1,4,1
8647,chaui,3,1,4,1,4,1
8648,molla,4,1,4,1,4,1
8649,dossy,7,0,6,1,6,1
8650,unarm,4,1,5,1,5,1
8651,covin,4,1,3,1,3,1
8652,skunk,4,1,4,1,4,1
8653,amble,6,1,5,1,5,1
8654,pyche,4,1,4,1,4,1
8655,cerci,4,1,4,1,4,1
8656,pally,4,1,4,1,4,1
8657,karbi,4,1,3,1,3,1
8658,gutte,5,1,4,1,4,1
8659,skeed,5,1,3,1,3,1
8660,ality,4,1,4,1,5,1
8661,koyan,3,1,4,1,4,1
8662,balls,4,1,4,1,4,1
8663,skyte,5,1,4,1,4,1
8664,axled,5,1,4,1,4,1
8665,ditty,8,0,7,0,7,0
8666,fogon,4,1,4,1,4,1
8667,alick,5,1,4,1,4,1
8668,frows,8,0,6,1,6,1
8669,ghain,4,1,4,1,4,1
8670,sizer,8,0,4,1,4,1
8671,anion,5,1,5,1,5,1
8672,abbey,4,1,5,1,5,1
8673,metas,5,1,5,1,5,1
8674,vinew,3,1,4,1,4,1
8675,clout,3,1,3,1,4,1
8676,haded,8,0,6,1,6,1
8677,coree,6,1,5,1,5,1
8678,miens,3,1,4,1,4,1
8679,bokos,4,1,7,0,7,0
8680,roofy,5,1,6,1,6,1
8681,mysis,4,1,4,1,4,1
8682,baret,3,1,3,1,3,1
8683,kimbo,5,1,4,1,5,1
8684,facer,4,1,6,1,6,1
8685,curly,3,1,3,1,3,1
8686,abate,6,1,5,1,4,1
8687,cusps,5,1,3,1,3,1
8688,foods,7,0,7,0,7,0
8689,taver,5,1,6,1,6,1
8690,dares,6,1,8,0,8,0
8691,hokes,5,1,7,0,7,0
8692,batwa,5,1,4,1,6,1
8693,halas,5,1,6,1,6,1
8694,emeus,4,1,5,1,5,1
8695,scruf,3,1,4,1,4,1
8696,temps,5,1,4,1,5,1
8697,salmo,4,1,4,1,4,1
8698,hawok,5,1,5,1,4,1
8699,calls,4,1,4,1,4,1
8700,patel,6,1,3,1,3,1
8701,taata,5,1,5,1,5,1
8702,emony,4,1,3,1,4,1
8703,moder,6,1,3,1,3,1
8704,cauli,3,1,3,1,3,1
8705,twiny,5,1,3,1,3,1
8706,cados,5,1,5,1,5,1
8707,luaus,4,1,4,1,4,1
8708,barde,4,1,6,1,6,1
8709,elayl,5,1,4,1,5,1
8710,echos,3,1,4,1,4,1
8711,sexed,6,1,4,1,4,1
8712,mufty,4,1,4,1,4,1
8713,paren,4,1,3,1,3,1
8714,levin,4,1,3,1,3,1
8715,hexer,6,1,6,1,5,1
8716,swept,4,1,4,1,5,1
8717,manba,8,0,5,1,5,1
8718,chung,5,1,4,1,4,1
8719,zooid,4,1,4,1,4,1
8720,warly,6,1,5,1,5,1
8721,gurry,5,1,5,1,5,1
8722,trays,6,1,4,1,4,1
8723,herbs,5,1,5,1,5,1
8724,kopje,6,1,5,1,5,1
8725,gamut,5,1,4,1,4,1
8726,cylix,3,1,3,1,3,1
8727,mewer,7,0,5,1,5,1
8728,jufts,5,1,5,1,5,1
8729,worst,5,1,3,1,3,1
8730,begot,4,1,4,1,4,1
8731,alarm,5,1,5,1,5,1
8732,intro,4,1,4,1,4,1
8733,anend,6,1,4,1,4,1
8734,gehey,5,1,4,1,4,1
8735,spoke,4,1,4,1,4,1
8736,whart,5,1,4,1,4,1
8737,fusty,5,1,6,1,6,1
8738,metin,3,1,3,1,3,1
8739,hopes,5,1,4,1,4,1
8740,tunka,3,1,4,1,4,1
8741,adlet,4,1,6,1,6,1
8742,tryma,4,1,3,1,4,1
8743,loche,3,1,3,1,3,1
8744,thoke,4,1,3,1,3,1
8745,shrag,5,1,5,1,5,1
8746,debut,4,1,4,1,4,1
8747,avoue,4,1,5,1,5,1
8748,piked,7,0,4,1,4,1
8749,todus,3,1,4,1,4,1
8750,linea,3,1,3,1,3,1
8751,sinhs,7,0,6,1,6,1
8752,dreep,6,1,4,1,4,1
8753,muter,5,1,4,1,4,1
8754,mauby,5,1,4,1,4,1
8755,scion,3,1,3,1,3,1
8756,geoty,4,1,5,1,5,1
8757,vealy,5,1,4,1,5,1
8758,clour,4,1,4,1,4,1
8759,rance,3,1,3,1,3,1
8760,bundy,6,1,5,1,5,1
8761,zmudz,4,1,4,1,4,1
8762,quent,5,1,4,1,4,1
8763,douar,4,1,4,1,4,1
8764,dents,5,1,7,0,7,0
8765,spare,6,1,4,1,4,1
8766,palms,5,1,3,1,3,1
8767,kerve,7,0,5,1,5,1
8768,resee,4,1,5,1,4,1
8769,lamia,5,1,5,1,5,1
8770,retro,5,1,4,1,3,1
8771,indyl,5,1,5,1,5,1
8772,clove,4,1,4,1,4,1
8773,dipsy,5,1,5,1,5,1
8774,cauls,3,1,3,1,3,1
8775,louty,5,1,4,1,4,1
8776,pendn,4,1,4,1,4,1
8777,aport,5,1,3,1,3,1
8778,roosa,3,1,4,1,4,1
8779,clipt,4,1,3,1,3,1
8780,apron,5,1,3,1,3,1
8781,shilf,5,1,6,1,5,1
8782,tanna,7,0,4,1,4,1
8783,sicca,4,1,4,1,4,1
8784,cauld,4,1,5,1,5,1
8785,groom,6,1,6,1,6,1
8786,banns,6,1,6,1,5,1
8787,wyles,5,1,4,1,4,1
8788,jests,11,0,8,0,8,0
8789,bruja,4,1,5,1,4,1
8790,freir,4,1,4,1,4,1
8791,spick,5,1,3,1,3,1
8792,thund,4,1,4,1,4,1
8793,iliac,4,1,4,1,4,1
8794,pizza,7,0,5,1,5,1
8795,fraid,4,1,5,1,5,1
8796,fears,10,0,9,0,9,0
8797,rimes,5,1,6,1,6,1
8798,woolf,5,1,5,1,5,1
8799,culmy,5,1,3,1,3,1
8800,soyot,4,1,4,1,4,1
8801,compo,6,1,4,1,4,1
8802,sawny,5,1,4,1,4,1
8803,sewar,6,1,3,1,3,1
8804,teaze,4,1,4,1,4,1
8805,mints,8,0,4,1,4,1
8806,merit,4,1,4,1,4,1
8807,lares,3,1,3,1,3,1
8808,whoso,4,1,4,1,4,1
8809,japer,8,0,6,1,6,1
8810,suant,5,1,3,1,4,1
8811,uplit,4,1,3,1,3,1
8812,heres,4,1,8,0,8,0
8813,xylan,6,1,4,1,4,1
8814,rapes,4,1,7,0,7,0
8815,subra,5,1,5,1,5,1
8816,noria,3,1,3,1,3,1
8817,dandy,5,1,7,0,7,0
8818,runty,4,1,4,1,4,1
8819,vinum,5,1,4,1,5,1
8820,tafia,4,1,5,1,5,1
8821,forth,4,1,6,1,6,1
8822,sarpo,3,1,3,1,3,1
8823,raper,7,0,8,0,8,0
8824,liken,3,1,6,1,6,1
8825,dobos,5,1,4,1,4,1
8826,amapa,6,1,5,1,4,1
8827,mommy,3,1,5,1,5,1
8828,foams,4,1,4,1,4,1
8829,ratch,3,1,3,1,3,1
8830,rumba,6,1,5,1,4,1
8831,claut,4,1,3,1,3,1
8832,saron,3,1,3,1,3,1
8833,tirve,3,1,3,1,3,1
8834,peals,4,1,3,1,3,1
8835,cheki,3,1,4,1,4,1
8836,jokes,7,0,6,1,6,1
8837,proem,4,1,4,1,4,1
8838,nival,6,1,4,1,4,1
8839,khass,5,1,4,1,5,1
8840,tapit,4,1,4,1,4,1
8841,dimer,7,0,5,1,5,1
8842,silky,3,1,4,1,4,1
8843,value,4,1,4,1,4,1
8844,netty,4,1,5,1,5,1
8845,drive,4,1,4,1,4,1
8846,asian,4,1,4,1,4,1
8847,sands,9,0,5,1,5,1
8848,tinny,4,1,4,1,4,1
8849,soaks,4,1,5,1,5,1
8850,canis,3,1,3,1,3,1
8851,urutu,3,1,3,1,4,1
8852,kendy,6,1,6,1,6,1
8853,pried,4,1,4,1,4,1
8854,porry,5,1,5,1,5,1
8855,airns,3,1,3,1,3,1
8856,kopek,5,1,4,1,4,1
8857,leady,6,1,7,0,7,0
8858,grays,4,1,4,1,4,1
8859,cecum,3,1,4,1,4,1
8860,hondo,4,1,7,0,7,0
8861,heils,6,1,4,1,4,1
8862,vagal,7,0,5,1,5,1
8863,boars,5,1,6,1,6,1
8864,twink,4,1,5,1,5,1
8865,halke,7,0,5,1,5,1
8866,media,4,1,3,1,3,1
8867,fatly,5,1,5,1,5,1
8868,khadi,6,1,5,1,5,1
8869,smuts,5,1,3,1,4,1
8870,boron,4,1,4,1,4,1
8871,adiel,3,1,4,1,4,1
8872,hayes,8,0,7,0,7,0
8873,baroi,3,1,3,1,3,1
8874,beach,5,1,4,1,6,1
8875,exing,4,1,5,1,5,1
8876,diced,4,1,4,1,4,1
8877,tempt,5,1,5,1,5,1
8878,kalpa,6,1,4,1,4,1
8879,halte,3,1,3,1,3,1
8880,kippy,5,1,5,1,5,1
8881,shemu,4,1,4,1,5,1
8882,bejel,4,1,6,1,6,1
8883,gamin,4,1,4,1,4,1
8884,hours,5,1,8,0,8,0
8885,colon,3,1,3,1,3,1
8886,slour,4,1,3,1,3,1
8887,tryst,4,1,3,1,3,1
8888,piwut,4,1,4,1,4,1
8889,hexad,6,1,4,1,4,1
8890,pappi,6,1,5,1,6,1
8891,lourd,4,1,4,1,4,1
8892,hiked,5,1,6,1,6,1
8893,abrim,3,1,6,1,6,1
8894,slink,3,1,3,1,3,1
8895,araks,6,1,6,1,6,1
8896,staia,5,1,5,1,3,1
8897,rewet,5,1,4,1,4,1
8898,kalam,4,1,5,1,5,1
8899,helix,5,1,5,1,5,1
8900,oaves,3,1,3,1,3,1
8901,kayan,5,1,5,1,5,1
8902,mosur,4,1,4,1,4,1
8903,kamis,6,1,5,1,5,1
8904,asoak,4,1,4,1,4,1
8905,dawns,4,1,4,1,4,1
8906,swats,4,1,4,1,5,1
8907,riant,3,1,3,1,3,1
8908,freyr,5,1,5,1,4,1
8909,flots,4,1,5,1,5,1
8910,wists,5,1,4,1,4,1
8911,litus,3,1,4,1,4,1
8912,arras,4,1,4,1,4,1
8913,bisso,5,1,4,1,4,1
8914,binna,5,1,6,1,6,1
8915,yacks,3,1,4,1,4,1
8916,anton,3,1,3,1,3,1
8917,duped,5,1,4,1,4,1
8918,opine,4,1,4,1,5,1
8919,selfs,4,1,5,1,5,1
8920,jambs,5,1,6,1,6,1
8921,argin,4,1,3,1,3,1
8922,golee,6,1,5,1,5,1
8923,mosey,4,1,4,1,4,1
8924,looky,4,1,5,1,5,1
8925,unnew,4,1,4,1,4,1
8926,dough,4,1,4,1,4,1
8927,tiger,6,1,6,1,7,0
8928,rithe,4,1,5,1,5,1
8929,doits,3,1,3,1,3,1
8930,nests,6,1,4,1,4,1
8931,hexis,6,1,6,1,6,1
8932,zilla,4,1,4,1,4,1
8933,brine,5,1,5,1,6,1
8934,kaska,5,1,4,1,5,1
8935,basic,3,1,4,1,4,1
8936,licht,4,1,4,1,4,1
8937,rocky,3,1,3,1,3,1
8938,catti,4,1,3,1,3,1
8939,masts,4,1,5,1,4,1
8940,timid,4,1,4,1,4,1
8941,meiji,4,1,4,1,4,1
8942,bongo,7,0,4,1,4,1
8943,nagel,4,1,4,1,4,1
8944,ligas,5,1,5,1,5,1
8945,pacta,4,1,4,1,4,1
8946,ramex,6,1,6,1,6,1
8947,breme,7,0,6,1,5,1
8948,suras,4,1,4,1,4,1
8949,daily,6,1,5,1,5,1
8950,wicht,4,1,4,1,4,1
8951,aotus,5,1,4,1,4,1
8952,ossea,4,1,3,1,3,1
8953,zonta,4,1,3,1,3,1
8954,dancy,4,1,5,1,5,1
8955,stend,5,1,5,1,5,1
8956,adore,4,1,4,1,4,1
8957,vuggs,4,1,5,1,5,1
8958,tasks,5,1,4,1,4,1
8959,spice,3,1,3,1,3,1
8960,troys,6,1,3,1,3,1
8961,roils,3,1,3,1,3,1
8962,sulky,3,1,4,1,4,1
8963,fuzil,5,1,4,1,4,1
8964,perla,3,1,3,1,3,1
8965,apery,6,1,5,1,4,1
8966,hache,5,1,4,1,4,1
8967,dedit,5,1,6,1,4,1
8968,cavil,3,1,3,1,3,1
8969,palli,5,1,3,1,3,1
8970,stuck,4,1,3,1,3,1
8971,otate,4,1,5,1,4,1
8972,raved,7,0,7,0,7,0
8973,comes,8,0,8,0,8,0
8974,bebop,6,1,5,1,5,1
8975,bulks,5,1,4,1,4,1
8976,tepor,4,1,4,1,4,1
8977,irone,3,1,3,1,3,1
8978,segol,4,1,5,1,5,1
8979,tovah,4,1,5,1,5,1
8980,topoi,4,1,3,1,3,1
8981,goops,7,0,6,1,6,1
8982,urate,6,1,4,1,4,1
8983,tidal,3,1,3,1,3,1
8984,nemos,4,1,4,1,4,1
8985,trapt,4,1,4,1,4,1
8986,buhls,4,1,4,1,4,1
8987,mands,5,1,6,1,6,1
8988,yowie,7,0,5,1,5,1
8989,ratel,4,1,3,1,3,1
8990,fires,8,0,8,0,8,0
8991,whewl,4,1,4,1,5,1
8992,durax,6,1,6,1,6,1
8993,galey,5,1,5,1,5,1
8994,spoot,5,1,4,1,4,1
8995,bunce,6,1,4,1,6,1
8996,khila,3,1,5,1,5,1
8997,iphis,6,1,4,1,4,1
8998,joola,4,1,5,1,5,1
8999,fiche,6,1,5,1,5,1
9000,melts,5,1,5,1,5,1
9001,nomas,5,1,3,1,3,1
9002,kondo,4,1,6,1,6,1
9003,pepla,6,1,4,1,4,1
9004,nisei,3,1,4,1,4,1
9005,bully,6,1,7,0,7,0
9006,inaja,5,1,4,1,4,1
9007,weird,5,1,4,1,4,1
9008,hemol,6,1,5,1,5,1
9009,roost,4,1,4,1,4,1
9010,exust,5,1,4,1,4,1
9011,togae,3,1,3,1,3,1
9012,plugs,4,1,4,1,4,1
9013,boner,3,1,7,0,7,0
9014,antum,5,1,4,1,4,1
9015,avowe,4,1,4,1,4,1
9016,tousy,6,1,3,1,5,1
9017,wootz,5,1,4,1,5,1
9018,fugit,4,1,4,1,4,1
9019,remap,5,1,5,1,6,1
9020,yupon,5,1,3,1,3,1
9021,taroc,3,1,3,1,3,1
9022,foots,4,1,6,1,6,1
9023,asyle,5,1,4,1,4,1
9024,aurae,5,1,4,1,4,1
9025,potti,4,1,3,1,3,1
9026,dabih,6,1,4,1,4,1
9027,pondy,4,1,4,1,4,1
9028,ambos,6,1,5,1,5,1
9029,mooth,5,1,5,1,4,1
9030,fitch,5,1,7,0,7,0
9031,skull,6,1,4,1,4,1
9032,lathy,5,1,3,1,3,1
9033,visit,3,1,4,1,4,1
9034,blows,7,0,5,1,5,1
9035,belie,5,1,5,1,4,1
9036,spied,6,1,3,1,3,1
9037,broos,5,1,5,1,5,1
9038,hundi,5,1,4,1,4,1
9039,skegs,6,1,6,1,6,1
9040,aweto,4,1,4,1,4,1
9041,outgo,5,1,4,1,4,1
9042,minty,4,1,4,1,4,1
9043,david,6,1,5,1,4,1
9044,hawks,6,1,5,1,5,1
9045,stimy,5,1,4,1,4,1
9046,teave,4,1,5,1,5,1
9047,raias,4,1,5,1,5,1
9048,repay,5,1,4,1,5,1
9049,ducal,4,1,4,1,4,1
9050,louie,4,1,3,1,3,1
9051,harsh,5,1,4,1,5,1
9052,glent,5,1,3,1,3,1
9053,toffy,7,0,6,1,6,1
9054,nipas,3,1,4,1,4,1
9055,toast,3,1,3,1,3,1
9056,percy,3,1,4,1,4,1
9057,ecoid,3,1,3,1,3,1
9058,borer,5,1,4,1,4,1
9059,fines,6,1,10,0,10,0
9060,scatt,4,1,5,1,4,1
9061,rouge,4,1,3,1,3,1
9062,walla,6,1,6,1,6,1
9063,wroke,5,1,5,1,5,1
9064,spere,5,1,3,1,3,1
9065,lludd,4,1,5,1,5,1
9066,pseud,3,1,5,1,5,1
9067,barra,6,1,6,1,6,1
9068,novel,3,1,4,1,4,1
9069,micky,8,0,6,1,6,1
9070,boosy,4,1,5,1,5,1
9071,bulky,6,1,5,1,5,1
9072,bloom,4,1,5,1,5,1
9073,bardo,7,0,6,1,6,1
9074,zeals,8,0,4,1,4,1
9075,luian,4,1,4,1,4,1
9076,glene,4,1,4,1,4,1
9077,olona,4,1,3,1,3,1
9078,kauch,4,1,4,1,4,1
9079,prion,4,1,3,1,4,1
9080,paint,6,1,3,1,3,1
9081,hypho,5,1,4,1,4,1
9082,phyle,5,1,5,1,4,1
9083,guyed,4,1,5,1,5,1
9084,daffs,5,1,6,1,6,1
9085,cosie,3,1,3,1,3,1
9086,crout,3,1,3,1,3,1
9087,wries,5,1,4,1,4,1
9088,soign,3,1,3,1,3,1
9089,zooty,3,1,4,1,4,1
9090,cymas,3,1,4,1,4,1
9091,elses,6,1,5,1,5,1
9092,drool,3,1,3,1,3,1
9093,swabs,5,1,6,1,7,0
9094,dulls,8,0,9,0,9,0
9095,caker,5,1,5,1,5,1
9096,unown,3,1,4,1,4,1
9097,molts,7,0,4,1,4,1
9098,cowry,3,1,3,1,3,1
9099,huffy,6,1,6,1,6,1
9100,snuff,4,1,4,1,4,1
9101,cosmo,3,1,3,1,3,1
9102,sauld,4,1,4,1,4,1
9103,balai,5,1,5,1,5,1
9104,sargo,4,1,4,1,4,1
9105,oinks,4,1,4,1,4,1
9106,odoom,4,1,4,1,4,1
9107,smore,4,1,5,1,5,1
9108,clich,4,1,4,1,4,1
9109,homam,6,1,5,1,4,1
9110,bulse,7,0,6,1,6,1
9111,snobs,4,1,4,1,4,1
9112,hacht,5,1,6,1,4,1
9113,minah,6,1,5,1,4,1
9114,index,6,1,4,1,4,1
9115,dudes,7,0,6,1,6,1
9116,hires,8,0,7,0,7,0
9117,typer,4,1,4,1,4,1
9118,pouce,5,1,4,1,4,1
9119,flong,5,1,4,1,4,1
9120,exams,5,1,4,1,4,1
9121,clash,3,1,4,1,4,1
9122,peeks,5,1,4,1,4,1
9123,hired,5,1,6,1,6,1
9124,luket,5,1,4,1,4,1
9125,unice,5,1,4,1,4,1
9126,edict,5,1,4,1,4,1
9127,emery,6,1,6,1,6,1
9128,incog,4,1,3,1,3,1
9129,tucky,4,1,4,1,4,1
9130,armit,3,1,4,1,4,1
9131,titan,3,1,3,1,3,1
9132,appui,5,1,6,1,5,1
9133,punka,5,1,5,1,5,1
9134,renes,4,1,4,1,4,1
9135,eyres,4,1,4,1,4,1
9136,savoy,6,1,4,1,4,1
9137,vowed,8,0,6,1,6,1
9138,anile,3,1,4,1,4,1
9139,syria,3,1,3,1,3,1
9140,lithy,4,1,4,1,4,1
9141,alapa,4,1,4,1,4,1
9142,lauan,4,1,3,1,3,1
9143,zoner,5,1,3,1,3,1
9144,mamie,3,1,4,1,4,1
9145,amman,6,1,5,1,5,1
9146,douma,6,1,3,1,3,1
9147,reifs,4,1,4,1,4,1
9148,tchwi,4,1,4,1,4,1
9149,achor,3,1,4,1,4,1
9150,doand,5,1,4,1,4,1
9151,faddy,4,1,7,0,7,0
9152,cedis,3,1,3,1,3,1
9153,braza,5,1,4,1,4,1
9154,amzel,4,1,3,1,3,1
9155,hooky,8,0,4,1,4,1
9156,hasps,5,1,6,1,6,1
9157,stema,5,1,4,1,4,1
9158,taxer,10,0,4,1,4,1
9159,blini,4,1,5,1,4,1
9160,wonna,5,1,4,1,4,1
9161,agami,6,1,5,1,4,1
9162,idcue,5,1,4,1,4,1
9163,resue,3,1,5,1,5,1
9164,andes,4,1,3,1,3,1
9165,aldim,5,1,4,1,4,1
9166,balas,7,0,7,0,7,0
9167,seedy,4,1,5,1,5,1
9168,tokes,4,1,6,1,6,1
9169,aliso,3,1,3,1,3,1
9170,umest,5,1,5,1,5,1
9171,maney,5,1,4,1,4,1
9172,pungi,6,1,4,1,4,1
9173,niter,4,1,3,1,3,1
9174,sneds,5,1,5,1,4,1
9175,mazda,4,1,4,1,5,1
9176,vails,12,0,4,1,4,1
9177,purer,4,1,5,1,5,1
9178,micas,4,1,4,1,4,1
9179,nasat,4,1,4,1,4,1
9180,unbet,3,1,7,0,7,0
9181,dalai,5,1,4,1,4,1
9182,broll,5,1,5,1,5,1
9183,sadhu,4,1,4,1,5,1
9184,eneid,4,1,4,1,4,1
9185,biabo,5,1,4,1,4,1
9186,herds,5,1,5,1,5,1
9187,basin,4,1,3,1,3,1
9188,reals,4,1,3,1,3,1
9189,codex,5,1,4,1,4,1
9190,orrow,4,1,4,1,3,1
9191,shoyu,4,1,4,1,4,1
9192,knowe,3,1,5,1,5,1
9193,frown,7,0,5,1,5,1
9194,horme,4,1,4,1,4,1
9195,winks,7,0,4,1,4,1
9196,baske,3,1,5,1,4,1
9197,under,5,1,4,1,5,1
9198,idite,6,1,6,1,4,1
9199,boons,7,0,9,0,9,0
9200,nebby,5,1,5,1,5,1
9201,ligan,5,1,6,1,6,1
9202,tored,3,1,4,1,4,1
9203,redye,4,1,4,1,5,1
9204,reist,3,1,4,1,4,1
9205,mathe,5,1,3,1,3,1
9206,rheda,5,1,5,1,4,1
9207,babua,6,1,4,1,4,1
9208,drunt,4,1,5,1,5,1
9209,bowie,5,1,3,1,3,1
9210,pinus,5,1,5,1,6,1
9211,juise,6,1,4,1,4,1
9212,parma,6,1,4,1,4,1
9213,crape,7,0,8,0,8,0
9214,repeg,5,1,4,1,4,1
9215,teeth,4,1,4,1,4,1
9216,farde,4,1,6,1,6,1
9217,yugas,5,1,4,1,5,1
9218,bigam,4,1,4,1,5,1
9219,didal,4,1,5,1,5,1
9220,crany,5,1,3,1,3,1
9221,boden,5,1,5,1,5,1
9222,crood,5,1,3,1,3,1
9223,thirt,5,1,4,1,4,1
9224,broon,3,1,4,1,3,1
9225,craal,5,1,4,1,3,1
9226,fiant,4,1,5,1,5,1
9227,temne,4,1,4,1,4,1
9228,carid,3,1,3,1,3,1
9229,greek,4,1,4,1,4,1
9230,kluck,5,1,4,1,4,1
9231,staph,4,1,5,1,5,1
9232,praam,4,1,4,1,4,1
9233,owing,4,1,4,1,4,1
9234,iambs,4,1,4,1,4,1
9235,versa,4,1,4,1,4,1
9236,tarai,4,1,5,1,5,1
9237,caved,3,1,3,1,3,1
9238,tauts,6,1,4,1,4,1
9239,ocque,4,1,4,1,4,1
9240,harim,6,1,4,1,4,1
9241,iring,5,1,5,1,3,1
9242,sheth,4,1,5,1,5,1
9243,midst,5,1,4,1,4,1
9244,ogres,3,1,3,1,3,1
9245,stria,3,1,3,1,3,1
9246,words,4,1,4,1,4,1
9247,alenu,6,1,4,1,4,1
9248,slide,6,1,6,1,6,1
9249,erugo,5,1,5,1,5,1
9250,crete,4,1,3,1,3,1
9251,slows,4,1,5,1,5,1
9252,tirls,3,1,3,1,3,1
9253,flowk,5,1,5,1,5,1
9254,gibed,7,0,5,1,5,1
9255,pauxi,5,1,5,1,5,1
9256,grise,4,1,4,1,4,1
9257,hajji,6,1,4,1,4,1
9258,unite,4,1,4,1,4,1
9259,merle,4,1,4,1,4,1
9260,owner,4,1,3,1,3,1
9261,ferns,5,1,5,1,5,1
9262,pikle,6,1,4,1,4,1
9263,spray,4,1,4,1,4,1
9264,alpen,4,1,3,1,3,1
9265,mitre,4,1,4,1,4,1
9266,ritsu,4,1,4,1,4,1
9267,wicca,5,1,4,1,4,1
9268,caroa,6,1,5,1,5,1
9269,plain,4,1,4,1,5,1
9270,vamos,5,1,4,1,4,1
9271,oncet,3,1,3,1,3,1
